date,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10
26/05/2018,105.9355522,107.709729,129.8521023,119.0659796,112.768268,147.7210201,157.6696816,197.8390066,95.0240187,169.911658
27/05/2018,106.0041332,106.5429647,128.8460035,118.1143461,112.8356688,147.3230602,156.8157914,194.3380455,93.53295634,168.6801743
28/05/2018,106.1454619,105.3578037,127.9505294,117.6696972,111.4580548,144.5716275,157.0608607,194.9123353,92.60345934,167.7657279
29/05/2018,106.3525054,106.6057653,127.8120561,118.296542,112.3643198,145.0325327,156.5830561,195.5643228,88.29587864,169.6032016
30/05/2018,104.1421573,105.6803281,129.0566916,117.0977878,113.5710011,146.6546143,155.3012977,193.6849057,87.73344648,167.3276986
31/05/2018,105.9200123,105.0377221,127.5060344,117.2461474,112.4385935,145.927942,155.6376607,192.6479146,86.66002911,168.3263334
01/06/2018,105.4620116,105.0338277,132.2843452,116.2098644,112.9478553,148.1585013,155.878324,191.6705391,84.95229021,168.5910485
02/06/2018,106.0179725,106.7850914,129.0507918,114.835057,113.9283971,147.4226541,155.89111,190.5413096,84.96928461,166.8410966
03/06/2018,106.4012368,106.1880083,130.4566207,114.744502,112.5195792,146.5522646,154.988541,190.5628722,86.13436212,165.5584999
04/06/2018,105.8093382,106.7341638,128.1190323,116.3860515,114.3244382,148.7664995,156.2326474,189.9899386,81.49620099,167.153615
05/06/2018,103.3224298,106.5916504,129.7982257,115.8598512,113.8915232,148.4872956,155.9382722,189.0870704,82.22268783,165.9720255
06/06/2018,105.7813176,106.6112046,130.1402295,118.9462099,113.3878291,146.9717646,154.7789508,189.6521787,80.16913939,164.9837035
07/06/2018,102.9461715,106.7969431,131.3620105,120.3879634,112.8102244,146.5243163,156.2180387,191.0143596,81.4435594,164.9630906
08/06/2018,106.0287601,106.0870567,130.4184316,120.572152,113.5845796,147.5151212,156.2699306,190.3740184,80.50718854,164.302086
09/06/2018,103.5846232,106.7005884,129.9154944,122.3717756,112.4718976,147.3784742,156.0664917,190.7648967,81.20268377,164.0713669
10/06/2018,105.8739446,106.0447681,128.6373567,122.5857731,113.177076,147.7844969,155.2710708,190.9689269,79.97752038,163.9310581
11/06/2018,104.8711359,106.7220674,129.7924383,123.615991,113.4701626,147.1581395,154.7543309,191.8083491,79.29821235,163.6954183
12/06/2018,107.6468538,106.3418323,130.4248483,123.8022579,111.9838736,148.2759245,155.2182738,190.3233662,78.4320233,166.4470991
13/06/2018,106.6399168,106.2769845,128.1285601,123.9609239,113.2046404,147.3813712,155.334375,194.7946818,78.70101975,165.5300909
14/06/2018,108.3047396,107.2603889,128.2245401,124.3984801,112.2966973,147.6651526,154.7379208,191.7548444,79.56543526,162.1488303
15/06/2018,107.8410722,106.7102206,126.0570784,125.08884,111.8856355,149.0455632,155.0949433,193.6108003,78.07736769,164.2270398
16/06/2018,106.938548,105.906548,130.0122411,123.0068457,113.4104279,148.816291,155.0426955,194.5350857,79.00537005,164.425791
17/06/2018,106.8357129,106.217132,128.6195235,122.2530856,113.7968708,147.0774882,154.1488764,195.1090123,80.34503736,163.9704385
18/06/2018,106.2979614,108.5971296,128.3540833,122.483895,112.0067905,145.7981315,154.0708877,194.1537045,84.85586113,164.3635586
19/06/2018,105.7447143,107.5590875,128.1875188,121.9680744,114.739677,147.3520588,154.631231,195.6672356,83.57762711,165.0996404
20/06/2018,104.8364287,105.4713506,128.6556993,120.3672874,115.1985061,147.0361793,154.6690756,194.163199,85.80922524,165.5321743
21/06/2018,105.7887045,107.5471398,130.0249648,119.1833792,112.5296554,146.9506761,153.4561603,194.0221664,86.67853024,164.2888824
22/06/2018,105.5872461,108.3871503,129.5278917,117.8507914,115.1115589,146.7030887,153.5530103,195.2269657,86.82454633,164.9071786
23/06/2018,106.1167554,107.5107031,130.5742059,116.5600062,114.4971378,147.8819185,154.3985605,191.3492909,87.38044556,164.5042104
24/06/2018,104.6229398,106.1106313,129.7338904,118.6940138,112.9365981,146.0928489,154.96396,191.4654397,87.49684591,162.7452983
25/06/2018,103.7717731,108.553961,132.1461526,117.7968534,113.9964117,147.1123802,153.821256,193.9447409,85.34435326,166.899768
26/06/2018,103.9994208,109.6496813,129.3172115,118.7839595,115.9884882,148.1231675,153.8892846,192.0929007,85.4928502,164.591005
27/06/2018,105.9515579,108.529193,129.9928918,118.8048182,113.4442219,149.5068461,155.1897324,190.0751165,83.49015638,163.5864094
28/06/2018,106.4485593,106.7701715,129.1489238,115.6979418,113.7103193,148.8888783,153.6147603,194.1365208,82.16593741,164.5646653
29/06/2018,103.4850132,108.9357305,130.0871232,114.4662537,114.7940803,148.1322347,154.8463449,191.5701355,81.07807964,163.0193641
30/06/2018,106.5086781,108.9537287,132.0100854,116.5241217,112.3493952,149.5828093,152.6912212,189.4019585,80.50995401,162.7846161
01/07/2018,105.1543483,109.1752278,130.2024742,115.689741,112.9804388,149.3860319,152.8287281,191.318704,80.82238894,163.9092129
02/07/2018,106.7322975,107.0469344,130.9260847,117.1347481,115.2357527,148.5746811,154.4376069,191.4633998,79.02881932,164.5138004
03/07/2018,103.0692926,108.1854118,129.2971344,117.95544,113.3282888,148.4644621,153.7325274,190.0877864,79.09362045,162.8569355
04/07/2018,106.137185,107.8250104,129.4102723,119.2917834,113.8767054,148.051012,153.9226796,191.4148432,78.68108601,165.2854214
05/07/2018,105.6314766,108.4384354,131.2705986,118.6359026,114.7141398,148.1280577,152.9394572,192.3508585,77.69858013,165.5713104
06/07/2018,105.8271506,107.6609612,132.5256699,118.2264593,114.6939278,147.6638592,152.4811241,190.7739803,77.56135255,164.8176316
07/07/2018,104.8072534,108.7625923,131.2250035,118.0696915,113.7502851,147.6085517,153.6299631,191.0103056,76.65417994,165.932538
08/07/2018,104.7082518,109.239314,130.7850099,117.4362878,115.0440964,148.725384,154.8716206,192.7258464,76.98770115,164.8305016
09/07/2018,104.6078637,106.9424986,130.8498883,117.3632785,115.7735398,148.5614602,154.2091853,189.7650529,76.09464006,165.4506084
10/07/2018,105.6805415,107.2393263,130.8731528,117.8395392,115.6904606,148.0518112,154.1253837,190.435969,74.78467058,164.7221142
11/07/2018,104.1941936,104.9958312,133.4897596,117.5245007,113.7912922,149.3131074,152.5127689,192.3436225,76.30494387,166.2330691
12/07/2018,106.1364104,108.4910144,130.5157824,117.8816869,114.5036751,147.6095718,153.7977033,189.4126844,76.338467,165.3429411
13/07/2018,105.8893404,106.1452674,132.5019175,117.2065779,114.1893068,147.4857226,153.1507938,189.2434331,75.91321785,163.6264328
14/07/2018,105.6728931,107.4075845,128.5058188,116.8820336,115.2889963,149.2682162,152.9442781,188.46013,73.52539062,165.2598256
15/07/2018,104.0277514,106.712088,132.0638013,118.2923481,115.9471974,148.8509423,152.7633419,189.6730456,75.51118312,165.2622622
16/07/2018,103.6911334,106.1289115,131.9426717,119.0185448,114.3640011,148.7359881,154.0504488,186.4826267,72.44490668,163.4767403
17/07/2018,104.1287649,106.3679908,132.6884824,119.5748273,115.902865,150.4715448,152.1045392,188.2222235,76.23229768,165.3449529
18/07/2018,102.7562357,106.818458,135.0797701,118.2902176,116.8747956,149.4703655,153.206981,188.1619498,73.99694804,165.8584639
19/07/2018,103.2486307,106.6206692,131.654593,119.2107796,115.745265,148.047028,152.8394692,186.1227497,73.59503762,163.0180819
20/07/2018,103.5355939,108.6107788,132.3932293,119.8437559,114.8743174,148.811066,154.2377026,186.5938694,73.78181982,166.464083
21/07/2018,102.6450758,106.9180947,128.7718721,120.1641489,116.0370955,150.4646225,152.9739255,187.0593714,70.79437889,165.0247233
22/07/2018,102.7762899,107.0541001,131.8973237,121.8985744,115.4114551,149.4235727,154.4905975,187.2091132,72.20788607,162.5387044
23/07/2018,102.7042367,104.5491487,131.6878528,122.6892378,114.918252,149.4623426,152.7952418,187.0577203,70.68151417,166.2036948
24/07/2018,102.6724863,108.6663202,131.7670342,123.0538749,113.6199133,149.5824013,152.9772848,186.585649,73.6614267,164.3964891
25/07/2018,103.6515636,105.839382,131.1596171,119.8877765,114.1980318,150.0156145,151.1715827,185.7468228,74.24921515,161.8915096
26/07/2018,103.9468303,105.4122147,128.907707,120.4553353,113.6705041,149.5628946,152.2689952,188.8160104,74.26803859,165.3681625
27/07/2018,103.0835909,104.7090639,132.7596783,121.0840525,112.3497353,150.0201622,152.3849395,187.875765,74.98795366,164.3485482
28/07/2018,104.267434,107.6146726,131.2766321,122.9374053,113.8031809,148.6402441,151.2661082,187.8100138,76.82500537,164.504441
29/07/2018,104.0626115,106.0076674,132.5466352,121.916527,113.628176,148.0509489,151.2074829,186.9065638,79.1383566,166.0687239
30/07/2018,103.6047429,106.8239027,130.9053572,123.0417893,111.9633082,149.3623321,152.569861,189.4758928,78.17853324,165.199342
31/07/2018,104.1669944,105.4429921,131.3245036,123.358722,114.5729801,149.460763,152.3463023,189.3232313,76.77087725,164.957939
01/08/2018,103.3484183,108.3729115,132.4921909,124.5075143,114.9856017,149.9015276,153.3278625,190.023173,75.73119355,166.1660334
02/08/2018,102.5740994,107.4749621,132.3020245,125.9174803,112.4198263,149.8404044,153.4710227,190.2707655,76.58279061,164.7906063
03/08/2018,101.9838288,106.1243158,133.529463,122.8741609,116.8482105,148.4813134,153.2866968,191.4108029,72.81486613,164.6609057
04/08/2018,103.0574592,106.4378857,132.3414589,121.4497046,114.6633235,148.4080031,152.5200771,189.3851062,73.98789356,166.2892572
05/08/2018,101.8417814,106.0737274,135.3495724,122.6968467,112.8428795,147.9141758,153.9545506,189.6715158,72.67827944,165.370692
06/08/2018,100.728083,107.7203817,134.4448996,121.7165834,115.0443252,149.5751228,150.7592752,191.2374656,70.90115784,164.8461508
07/08/2018,100.3849024,105.536066,134.7178025,122.7420989,114.6727314,149.5658952,153.3115474,185.6185751,68.7751202,165.2430054
08/08/2018,100.6739244,105.0043818,135.1477619,123.0126025,114.3217859,149.8221275,151.5121127,185.7400554,68.76195574,164.7550702
09/08/2018,100.2474319,104.3109993,132.7622708,121.8759485,114.7796476,148.845829,152.745109,189.759812,65.45532223,163.2436544
10/08/2018,100.3186986,105.8431753,135.0983759,123.776252,113.4132152,148.1715183,151.8841793,186.2532831,65.23202467,163.9936389
11/08/2018,99.49463839,104.960095,134.2561051,126.0715704,114.6050398,149.7952323,151.8255823,185.0916049,62.58264614,162.5952406
12/08/2018,100.1349162,104.2633688,135.6267577,126.2642486,115.4012068,150.2281705,151.3470196,188.2305001,63.03673876,162.3555511
13/08/2018,99.53687492,103.4123678,135.8790065,127.5742037,114.2831431,152.3021638,150.5096315,186.7302649,62.83296302,162.2150171
14/08/2018,98.21613609,104.5675214,136.0060361,126.2732614,114.9999128,151.6017159,151.8801979,187.9209532,64.00193981,161.7382546
15/08/2018,98.96734107,104.9749505,135.5049623,126.0664573,113.7737469,151.980219,149.8807311,187.8412314,63.16858484,160.9629891
16/08/2018,98.61859565,102.9370736,133.2627476,126.0620313,114.9984812,153.6197724,150.050337,187.1041779,62.58315064,160.3795447
17/08/2018,97.40800738,102.1854747,135.4486801,124.8532084,114.7454011,153.6566453,149.1149816,187.6809698,60.86691884,161.7202013
18/08/2018,97.05158808,104.6031731,133.9680783,126.2545133,114.471268,152.5154202,152.9549185,188.8724522,59.76964101,161.9010613
19/08/2018,98.18862568,102.283315,135.6902499,126.943503,115.6167102,152.1706014,151.4888037,186.1732302,61.01675148,161.6368533
20/08/2018,97.62512943,100.7736866,133.7877501,126.8600734,113.7490727,153.3270811,149.5700287,186.8426146,60.34758929,161.1694596
21/08/2018,98.06510362,101.1050146,132.7611028,126.0014897,113.8469031,152.1443096,150.7809543,186.8272584,60.44624013,163.3690164
22/08/2018,98.96537194,101.9538897,134.1116967,128.2073998,114.6702884,153.1759055,151.1674356,189.2728384,61.01402187,161.9474071
23/08/2018,97.16107985,101.8922906,133.8673904,129.1176378,114.2285101,153.482424,149.6567857,185.0352414,62.06785063,161.7402501
24/08/2018,98.86876513,100.7731169,134.1417051,129.8617262,113.5129088,152.6091257,150.3414323,185.752533,64.84038454,161.7105943
25/08/2018,97.88288902,102.1897773,132.6376502,127.72551,113.0500696,153.4065624,150.4368048,187.9652996,64.12052856,162.9576758
26/08/2018,97.65305994,102.8123636,130.5919953,129.0822208,113.9141825,153.5837168,150.1544957,186.5770171,63.15457139,164.028496
27/08/2018,97.46789984,102.2510355,132.720868,130.346427,112.2987984,152.7193437,150.0443807,184.954882,66.11927289,162.6628756
28/08/2018,97.54517666,100.6207024,132.743386,129.7984374,111.0971519,153.5622384,151.4099743,187.2148197,67.31905332,165.0012355
29/08/2018,96.6116168,102.472765,134.9494083,129.3039655,112.9487808,151.8845571,152.5696528,188.2749647,67.86743242,162.8268221
30/08/2018,95.58914197,101.3609612,134.0554482,132.5910511,111.3538739,152.6384845,150.611512,187.9752672,67.16712245,162.9003063
31/08/2018,97.85440465,99.25472393,133.6269442,132.2123162,109.9193302,152.3818947,151.3379302,189.0327403,67.6734454,162.6807744
01/09/2018,98.45671683,98.27444371,133.4458713,131.8023502,112.6674497,152.1836595,150.9207362,192.0357939,66.29283415,162.6610317
02/09/2018,99.07114984,99.17437063,132.4502175,131.3692481,111.5153059,153.0993842,151.1378469,191.5922844,67.2046706,163.380676
03/09/2018,98.36671167,99.6020808,133.704457,131.5695486,109.6878947,151.0567892,149.2351761,193.045241,65.75774055,163.4286318
04/09/2018,97.96189893,98.72043308,132.4076953,131.2753012,109.7245524,151.5617199,152.125957,195.2648416,65.92754823,162.4062657
05/09/2018,97.39729404,97.67897258,132.8468079,130.9302447,109.3600427,152.7863893,150.2470063,192.9717239,67.61189875,161.6684266
06/09/2018,97.9221785,97.6969057,134.2345101,130.3635989,110.6009374,151.6190757,150.7836384,194.5928936,68.90727554,163.4229939
07/09/2018,96.91657857,98.64257065,133.6540813,128.7686526,110.3681843,150.1165962,150.2906564,196.1883751,67.90188961,162.7548902
08/09/2018,97.82993006,97.10408536,134.9809517,131.0046644,110.0342254,151.2287403,150.7213929,193.6267834,68.60533209,160.5257159
09/09/2018,97.5220805,97.17000526,133.8649892,128.5954439,108.9827146,150.5015986,150.8776835,196.4787543,68.83927367,163.9417359
10/09/2018,97.7552696,96.16087544,135.4938872,127.8834995,110.420321,149.5068448,151.4181619,197.6902754,68.00197434,164.5317602
11/09/2018,96.69983017,95.29850826,134.049305,128.4452116,109.8738073,151.9050432,152.0334919,196.9164706,67.62115645,161.5352331
12/09/2018,97.52987222,94.3983992,134.6038821,128.0758893,110.2972438,152.4732482,149.513834,198.0249741,66.34443819,160.7021752
13/09/2018,97.78840664,93.67471427,135.9571043,126.9189574,109.684526,150.0780761,150.0536925,202.4602985,65.80390473,162.8820295
14/09/2018,97.12933023,94.87942932,135.3529361,124.9301924,109.4355824,150.640111,150.0414554,198.1476584,66.1204108,161.3850081
15/09/2018,97.3882663,95.47349911,135.8085406,124.4587846,109.5594575,150.45575,149.7057873,200.8213927,67.04285537,160.53953
16/09/2018,97.00863589,94.05947605,133.6314833,121.1360435,110.2896936,151.6637452,150.9896786,200.1225691,63.83464637,163.929582
17/09/2018,97.34602332,94.94185186,134.0612492,121.7046329,108.0764383,150.0778149,148.4180313,201.8982254,61.30324813,162.4694027
18/09/2018,94.71651914,94.35316494,133.4766835,118.5791802,110.1690021,151.913712,150.770406,200.4168445,59.3827496,162.7169887
19/09/2018,96.45603376,96.49864381,135.0923911,116.4739518,111.3018394,151.8294092,149.7957678,201.4743125,60.44624803,163.3120496
20/09/2018,95.23187176,93.18994803,134.4370933,116.7207053,109.1277901,150.7495288,149.6013687,202.8789265,59.1669217,162.2722943
21/09/2018,94.49777524,94.56435903,133.3972759,115.4312509,110.5780387,150.600676,150.1520951,203.8149144,59.65469839,163.7105357
22/09/2018,93.9054202,94.91946173,135.0226606,114.7309777,111.6618765,151.1702805,150.7384524,201.5498245,59.75224949,163.0012486
23/09/2018,96.35086753,96.14402114,133.7079051,113.437003,111.0205191,154.1504263,149.223433,202.3420306,60.07781572,163.1137295
24/09/2018,95.89415785,94.20922647,134.6917527,113.1978509,110.9875301,154.3948391,150.4625825,204.1119665,61.75749908,162.7561331
25/09/2018,95.06351308,94.97763657,133.1335372,111.398259,111.2680717,153.8682035,150.3205125,203.2249356,60.71963373,161.9288986
26/09/2018,97.14104244,95.16164066,135.7416639,109.1382039,110.1542011,152.6723182,149.8933832,199.5932756,63.18027176,162.3760881
27/09/2018,96.62191656,94.366653,135.2522964,108.6025512,111.5851582,152.7257785,149.7371595,203.6496796,62.66988155,163.2208831
28/09/2018,96.56116491,94.50434075,135.6401457,106.5043843,111.916645,151.9644878,148.2454939,200.1923532,64.54613558,161.3931306
29/09/2018,96.79462538,93.48055262,135.0516049,107.6409212,112.6582256,152.2336442,150.70433,201.958534,64.39970191,161.6058394
30/09/2018,97.30459661,93.84201186,132.63633,105.0025844,112.5393709,152.6393054,149.0006056,202.9769985,63.98472595,162.9816068
01/10/2018,98.60121718,95.21026693,133.5454892,105.857615,112.1823104,153.2704018,150.0319591,199.063838,63.80792122,159.5968041
02/10/2018,96.77646276,92.55085177,132.9537357,105.4256216,111.9254996,155.2223003,150.2656049,200.6051975,64.79365365,162.646491
03/10/2018,95.84245635,93.22174309,132.0288335,104.7241944,111.6708842,153.4310001,149.193476,202.0492785,66.08721252,161.0621792
04/10/2018,97.60839383,93.04616973,133.0683491,103.5347825,110.6343395,153.0471397,148.2211024,198.429956,67.02557012,161.0121098
05/10/2018,96.0122328,93.60257272,132.4539522,104.0368362,110.8972978,154.0862912,148.4951667,198.9556163,66.41086301,163.5411391
06/10/2018,95.54643927,92.7070106,133.4858836,103.811049,111.5777864,151.7354113,148.1357063,200.76536,69.63953805,162.57867
07/10/2018,95.74942649,93.90178362,132.5806055,105.9660177,110.5681639,152.4768776,146.0339382,198.5090268,68.17405854,162.407208
08/10/2018,96.41040014,94.04526403,132.0521509,105.7788352,109.8729911,150.7874835,148.1409276,201.229205,69.71011928,162.4684547
09/10/2018,94.82729302,94.00582448,132.7176187,106.0071231,110.2482799,151.1952293,148.7299911,200.3811857,69.21251371,163.4062524
10/10/2018,95.63235288,93.07830009,131.5592517,107.2508227,108.5245805,151.5215548,148.8158963,198.6225825,70.48881862,163.0694061
11/10/2018,93.67029442,94.2329028,133.5938263,107.9265179,109.2741492,150.7612463,147.8336044,200.5794354,71.92728395,164.7730803
12/10/2018,94.45540262,94.222547,133.2668329,107.4689989,111.0030432,151.6196965,148.9472055,202.4048116,71.37644973,162.6565232
13/10/2018,93.81056903,94.17452916,134.2871618,108.5283747,107.8471307,151.456166,148.0313185,201.2258737,73.343467,162.5038779
14/10/2018,94.3716402,92.73758352,134.0936274,108.5922072,109.1612427,151.8436399,147.4083972,202.7760687,73.15967148,161.9136486
15/10/2018,93.85254488,95.33774869,133.3315364,107.1273011,110.4188346,153.8277904,147.6791939,204.9624609,71.83144768,162.2068784
16/10/2018,94.34067049,92.56391807,132.6386498,109.0462215,107.1745055,151.7135515,149.4937424,202.3904403,69.76609174,163.7783828
17/10/2018,93.07416658,93.99368401,132.8637874,109.2558307,109.326343,150.2425785,148.9349241,205.395305,69.84789951,161.3793045
18/10/2018,95.11685002,92.60292702,136.1499325,107.1374284,112.0129044,152.5672817,148.8943604,205.3014107,68.53103923,163.6001467
19/10/2018,94.68299246,91.92063581,134.5764746,107.8153839,108.5354511,151.7300204,147.7785096,204.1338922,69.84939255,162.1873644
20/10/2018,96.20206692,92.52397883,134.3736614,106.2495264,108.8362039,149.9653175,147.8035809,205.8162687,69.41370541,163.1476858
21/10/2018,94.20853433,91.53304039,132.4506815,104.3068089,111.3758092,150.6489751,148.7734859,204.9957695,64.27912893,162.7497649
22/10/2018,96.03559244,93.50937403,133.3710231,103.5475936,110.0290885,152.7782886,149.6185337,202.0736854,65.34018165,162.2647925
23/10/2018,94.68699939,91.92791456,136.3571755,103.5607801,108.5640858,151.1934358,146.8421918,206.3298928,63.09555723,161.4665641
24/10/2018,93.61339864,93.07621127,134.6279151,104.6425394,111.9069868,151.0479847,146.8724258,206.8955636,63.89776226,164.1997611
25/10/2018,93.576775,90.94984614,137.5063223,104.322757,111.6630972,152.229071,147.508914,202.6098358,64.66469524,161.5341248
26/10/2018,93.65292357,91.96556053,134.6762624,103.9934937,109.7430199,152.4035013,146.556712,205.5121159,62.59640866,162.8517544
27/10/2018,94.41266469,90.98189789,135.8994933,103.0318151,110.700824,152.8606065,147.4188391,206.4066314,64.31981402,162.7157765
28/10/2018,94.37736589,91.44707595,135.65716,103.8727949,109.8297681,151.6942082,147.3927985,203.2468683,62.40981195,162.1781643
29/10/2018,93.82129796,92.90684972,136.7035917,102.9236557,109.8598308,150.9186423,145.9871073,201.9282177,62.66821593,163.2039198
30/10/2018,93.75447117,92.69207147,135.2304199,101.6616092,110.2560908,153.1999686,148.9465447,204.9959876,63.06291319,162.5877531
31/10/2018,93.262943,93.09012604,133.3781796,102.7752516,109.9532451,153.2765089,145.4375267,203.5215015,62.79288311,160.48367
01/11/2018,96.24270092,92.10852067,134.1657197,103.1539612,110.5437971,150.6280968,145.0449704,203.9375739,61.25702027,162.5607721
02/11/2018,94.36570087,93.41919752,134.9274453,101.1809575,111.509906,151.8570289,143.5960221,202.2183144,61.83268545,161.9085335
03/11/2018,94.42620797,92.93892029,134.7813136,101.1206119,110.7900532,153.0769221,147.2140368,201.9439445,62.42252464,161.858292
04/11/2018,93.21255394,93.05424111,135.3332276,102.5617334,111.2512432,152.0995769,146.6541167,202.2614522,62.59915614,162.1472292
05/11/2018,96.68909229,91.55113295,133.5038295,103.2803358,111.2468015,150.8456818,145.4130276,200.6739226,63.98040647,161.3875317
06/11/2018,94.08302938,91.78285479,135.1466387,103.7177683,111.5295688,151.3456389,144.4708554,201.2539824,63.52650357,160.8170586
